PROPOSED_ACTION|GROUP|GROUP_LABEL|DEBTOR_CODE|ERP_NAME|ERP_GROUP|ERP_REP|ERP_AREA|BOTTLES|NET_REV_ZAR|QUEUE_ROWS|PROPOSED_CANONICAL_NAME
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|FURNY001|Furny's Fine Wines & TasteRoom|Local - Restaurants|Sergio King|Local - Western Cape|4|6486|2|Furny's Fine Wines & TasteRoom
CREATE_CANONICAL|TOPS|Tops franchise location|TOPS RIV|Tops Riverside|Local - Liquor Stores|Head Office|Local - Mpumalanga|36|6396|6|Tops Riverside
CREATE_CANONICAL|PRESTONS|Prestons Liquor chain (Garden Route)|PREST003|Prestons Mount Pleasant|Local - Liquor Stores|Jane Simon|Local - Garden Route / ECape|75|6135|11|Prestons Mount Pleasant
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|TSALA001|t/a Tsala Tree Top Lodge|Local - Hotels & Guest Houses|Jane Simon|Local - Garden Route / ECape|24|6049|4|t/a Tsala Tree Top Lodge
CREATE_CANONICAL|TOPS|Tops franchise location|TOPSE001|Tops Eastman|Local - Liquor Stores|Kelsey KZN|Local - Kwazulu Natal|72|5985|12|Tops Eastman
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|CAPTAI01|Captain Liquor Distribution|Local - Distributors|Koliswa Jayiya|Local - Gauteng|24|5873|2|Captain Liquor Distribution
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|HOTEL VE|Hotel Verde (Pty) Ltd|Local - Hotels & Guest Houses|Nathalie Watkins|Local - Western Cape|72|5608|4|Hotel Verde (Pty) Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|BOHMS001|Bohms Zeederberg Guesthouse|Local - Hotels & Guest Houses|Maggie Colman|Local - Mpumalanga|72|5467|9|Bohms Zeederberg Guesthouse
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|VERD0001|Verdicchio Restaurant|Local - Restaurants|Helena Pires|Local - Gauteng|36|5194|11|Verdicchio Restaurant
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|CONST003|Constantia Liquor Cellars Blue|Local - Liquor Stores|Head Office|Local - Gauteng|30|5151|4|Constantia Liquor Cellars Blue
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|ELLE0001|Ellerman House|Local - Hotels & Guest Houses|Sergio King|Local - Western Cape|18|4928|1|Ellerman House
CREATE_CANONICAL|TOPS|Tops franchise location|TOPSF001|Fig Tree Superspar & Tops|Local - Liquor Stores|Jane Simon|Local - Garden Route / ECape|42|4923|7|Fig Tree Superspar & Tops
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|26ATFRA1|26 At Franks (Pty) Ltd|Local - Restaurants|Kelsey KZN|Local - Kwazulu Natal|36|4869|4|26 At Franks (Pty) Ltd
CREATE_CANONICAL|TOPS|Tops franchise location|TOPS0037|Tops Mowbray|Local - Liquor Stores|Sergio King|Local - Western Cape|42|4838|7|Tops Mowbray
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|RODASH01|Rodash 125 (Pty) Ltd|Local - Hotels & Guest Houses|Head Office|Local - Western Cape|60|4826|6|Rodash 125 (Pty) Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|SUPER001|Westville Super Spar|Local - Liquor Stores|Kelsey KZN|Local - Kwazulu Natal|60|4789|10|Westville Super Spar
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|FRANKS01|Franks Speakeasy|Local - Restaurants|Kelsey KZN|Local - Kwazulu Natal|18|4772|3|Franks Speakeasy
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|YELLOW01|The Yellow Door Restaurant|Local - Restaurants|Jane Simon|Local - Garden Route / ECape|8|4754|2|The Yellow Door Restaurant
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|BLACK003|The Black Rabbit|Local - Restaurants|Kelsey KZN|Local - Kwazulu Natal|54|4653|7|The Black Rabbit
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|CAROLINE|Carolines Fine Wine Tokai|Local - Liquor Stores|Sergio King|Local - Western Cape|32|4641|4|Carolines Fine Wine Tokai
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|ROZEN001|Rozendal Farm cc|Local - Restaurants|Nathalie Watkins|Local - Western Cape|55|4576|7|Rozendal Farm cc
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|DEWAREN1|De Warenmarkt (Pty) Ltd|Local - Restaurants|Nathalie Watkins|Local - Western Cape|18|4537|3|De Warenmarkt (Pty) Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|ALBOURNE|Albourne Guest House|Local - Hotels & Guest Houses|Nathalie Watkins|Local - Western Cape|54|4455|3|Albourne Guest House
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|FOREST01|Forest Hill Liquors BlueBottle|Local - Liquor Stores|Jane Simon|Local - Garden Route / ECape|50|4430|5|Forest Hill Liquors BlueBottle
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|GRAN0004|Granny Mouse Country House|Local - Hotels & Guest Houses|Kelsey KZN|Local - Kwazulu Natal|48|4334|8|Granny Mouse Country House
CREATE_CANONICAL|TOPS|Tops franchise location|TOPSM002|Tops Mount Edgecombe (old acc)|Local - Liquor Stores|Kelsey KZN|Local - Kwazulu Natal|48|4215|4|Tops Mount Edgecombe (old acc)
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|ABING001|Abingdon|Local - Restaurants|Kelsey KZN|Local - Kwazulu Natal|18|4190|2|Abingdon
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|CHAMP002|Champagne Valley Liquors|Local - Liquor Stores|Kelsey KZN|Local - Kwazulu Natal|48|4134|6|Champagne Valley Liquors
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|ONTHE001|On the Beach Guesthouse|Local - Hotels & Guest Houses|Jane Simon|Local - Garden Route / ECape|48|4119|8|On the Beach Guesthouse
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|FATFISHG|Fat Fish George|Local - Restaurants|Jane Simon|Local - Garden Route / ECape|42|4012|5|Fat Fish George
CREATE_CANONICAL|TOPS|Tops franchise location|TOPS0033|Tops- Palm Grove Centre 36146|Local - Liquor Stores|Sergio King|Local - Western Cape|42|3985|7|Tops- Palm Grove Centre 36146
CREATE_CANONICAL|TOPS|Tops franchise location|TOPSK002|Tops Kloof Street|Local - Chain Stores|Sergio King|Local - Western Cape|18|3929|3|Tops Kloof Street
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|JOUB0003|Steve & Judy Joubert|Local - Non-Trade|Head Office|Private clients - Western Cape|18|3911|1|Steve & Judy Joubert
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|EIKE0003|Eike Restaurant|Local - Restaurants|Nathalie Watkins|Local - Western Cape|12|3897|3|Eike Restaurant
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|AVON0002|Avon Chase Properties|Local - Non-Trade|Head Office|Local - Western Cape|42|3813|2|Avon Chase Properties
CREATE_CANONICAL|TOPS|Tops franchise location|TOPS0005|Tops - Sunninghill|Local - Liquor Stores|Helena Pires|Local - Gauteng|13|3759|3|Tops - Sunninghill
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|OXFORD02|Oxford Liquor Market Hillcrest|Local - Liquor Stores|Kelsey KZN|Local - Kwazulu Natal|48|3741|4|Oxford Liquor Market Hillcrest
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|SOMM0001|CharlesCBPoole - The Sommelier|Local - Distributors|Jane Simon|Local - Garden Route / ECape|36|3556|5|CharlesCBPoole - The Sommelier
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|WINEVI01|Wine Village, Hermanus|Local - Liquor Stores|Nathalie Watkins|Local - Western Cape|12|3545|1|Wine Village, Hermanus
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|OLIV0001|Oliver's Restaurant & Lodge|Local - Hotels & Guest Houses|Maggie Colman|Local - Mpumalanga|48|3542|8|Oliver's Restaurant & Lodge
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|MODEL001|Model Liquor Distributors(Pty)|Local - Liquor Stores|Koliswa Jayiya|Local - Gauteng|30|3529|3|Model Liquor Distributors(Pty)
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|NV 80 BA|NV-80 Grill & Bar (Pty)Ltd|Local - Restaurants|Sergio King|Local - Western Cape|8|3482|2|NV-80 Grill & Bar (Pty)Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|ACENET01|Christel Vanhees|Local - Non-Trade|Head Office|Local - Western Cape|42|3444|3|Christel Vanhees
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|TORB0001|Torburnlea (Pty) Ltd|Local - Hotels & Guest Houses|Maggie Colman|Local - Mpumalanga|12|3415|2|Torburnlea (Pty) Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|VENTU001|Venture Inn Liquors|Local - Liquor Stores|Kelsey KZN|Local - Kwazulu Natal|12|3390|2|Venture Inn Liquors
CREATE_CANONICAL|TOPS|Tops franchise location|TOPS0024|Circle Centre Tops|Local - Liquor Stores|Nathalie Watkins|Local - Western Cape|42|3371|7|Circle Centre Tops
CREATE_CANONICAL|TOPS|Tops franchise location|TOPS0038|Tops Haasendal|Local - Liquor Stores|Sergio King|Local - Western Cape|42|3370|7|Tops Haasendal
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|CAPIT001|Capito Restaurant|Local - Restaurants|Moya Fourie|Local - Gauteng|12|3286|2|Capito Restaurant
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|OAKHILL1|Oakhill Cellars|Local - Liquor Stores|Koliswa Jayiya|Local - Gauteng|12|3286|2|Oakhill Cellars
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|SALON001|Salon Pty Ltd|Local - Restaurants|Sergio King|Local - Western Cape|6|3260|1|Salon Pty Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|BLUE WAT|Blue Water Cafe/Old Cape Wine|Local - Restaurants|Sergio King|Local - Western Cape|18|3259|3|Blue Water Cafe/Old Cape Wine
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|PINES001|The Pines|Local - Restaurants|Maggie Colman|Local - Mpumalanga|30|3227|3|The Pines
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|CAFE6901|Cafe 69 Pub & Restaurant|Local - Restaurants|Sandile Yende|Local - Gauteng|30|3227|3|Cafe 69 Pub & Restaurant
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|JOPLINS1|Joplins Steak Bar|Local - Restaurants|Jane Simon|Local - Garden Route / ECape|30|3120|5|Joplins Steak Bar
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|KRISP001|Krisp Cuisine & Cocktails|Local - Restaurants|Kelsey KZN|Local - Kwazulu Natal|18|3081|3|Krisp Cuisine & Cocktails
CREATE_CANONICAL|SPAR_GROUP|Spar/Kwikspar/SuperSpar location|KWIKS004|Alphen Kwikspar|Local - Liquor Stores|Sergio King|Local - Western Cape|36|3080|4|Alphen Kwikspar
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|NEIGH001|Neighbourgood Food & Bev|Local - Restaurants|Sergio King|Local - Western Cape|25|3078|4|Neighbourgood Food & Bev
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|MAKHASA1|Makhasa Nature Reserve(PTY)Ltd|Local - Hotels & Guest Houses|Kelsey KZN|Local - Kwazulu Natal|36|3020|3|Makhasa Nature Reserve(PTY)Ltd
CREATE_CANONICAL|SPAR_GROUP|Spar/Kwikspar/SuperSpar location|SUPERS01|Crossing Superspar|Local - Liquor Stores|Maggie Colman|Local - Mpumalanga|36|3014|6|Crossing Superspar
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|TONS0002|Baodu Zhengda Trading (Pty)Ltd|Local - Liquor Stores|Maggie Colman|Local - Mpumalanga|30|2976|4|Baodu Zhengda Trading (Pty)Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|OXFORD01|Oxford Liquor Market Waterfall|Local - Liquor Stores|Kelsey KZN|Local - Kwazulu Natal|36|2883|4|Oxford Liquor Market Waterfall
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|SOHO0002|SOHO att Brad Frew|Local - Restaurants|Sergio King|Local - Western Cape|16|2825|4|SOHO att Brad Frew
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|LIEBEN01|LiebenLogistics Pty Ltd|Local - Non-Trade|Nathalie Watkins|Local - Western Cape|36|2761|3|LiebenLogistics Pty Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|VINO0003|Vino Pronto|Local - Liquor Stores|Sergio King|Local - Western Cape|1|2725|1|Vino Pronto
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|WINECO08|Wine Concepts on Kloof|Local - Liquor Stores|Sergio King|Local - Western Cape|12|2607|1|Wine Concepts on Kloof
CREATE_CANONICAL|TOPS|Tops franchise location|TOPSZ001|Tops Zimbali Oasis|Local - Chain Stores|Kelsey KZN|Local - Kwazulu Natal|18|2606|3|Tops Zimbali Oasis
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|CHEST001|Chestnut Farm cc t/a Chestnut|Local - Hotels & Guest Houses|Maggie Colman|Local - Mpumalanga|24|2439|3|Chestnut Farm cc t/a Chestnut
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|MOOI0003|Mooinooi Liquors|Local - Liquor Stores|Koliswa Jayiya|Local - Gauteng|29|2365|9|Mooinooi Liquors
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|LUPA0002|Lupa Osteria Nelspruit|Local - Restaurants|Maggie Colman|Local - Mpumalanga|30|2316|5|Lupa Osteria Nelspruit
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|SPARM001|TOPS MELKBOS Store: 36067|Local - Chain Stores|Sergio King|Local - Western Cape|30|2265|5|TOPS MELKBOS Store: 36067
CREATE_CANONICAL|ULTRA|Ultra Liquors chain store|ULTR0011|Ultra Liquors - Pepper Square|Local - Liquor Stores|Koliswa Jayiya|Local - Gauteng|12|2085|2|Ultra Liquors - Pepper Square
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|ZSALZP01|Peter Salzwedel|Online Clients|Chris Thomson|Online sales|18|2074|3|Peter Salzwedel
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|SHAYA001|Shayamoya Game Lodge|Local - Hotels & Guest Houses|Kelsey KZN|Local - Kwazulu Natal|24|2042|3|Shayamoya Game Lodge
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|BELLA004|Bellagio By Louise|Local - Restaurants|Sergio King|Local - Western Cape|6|1949|1|Bellagio By Louise
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|PATER001|Paternoster Wine & Tasting Bar|Local - Restaurants|Sergio King|Local - Western Cape|18|1917|5|Paternoster Wine & Tasting Bar
CREATE_CANONICAL|WALMART|Walmart location (Massmart group — separate from Makro canonical)|WALM0001|Walmart Fourways Sandton|Local - Chain Stores|Koliswa Jayiya|Local - Gauteng|18|1865|3|Walmart Fourways Sandton
CREATE_CANONICAL|WALMART|Walmart location (Massmart group — separate from Makro canonical)|WALM0002|Walmart Clearwater Mall|Local - Chain Stores|Koliswa Jayiya|Local - Gauteng|18|1829|3|Walmart Clearwater Mall
CREATE_CANONICAL|SPAR_GROUP|Spar/Kwikspar/SuperSpar location|KWIKS003|Kwikspar - Green Point Pty Ltd|Local - Chain Stores|Sergio King|Local - Western Cape|24|1823|4|Kwikspar - Green Point Pty Ltd
CREATE_CANONICAL|TOPS|Tops franchise location|TOPSB001|Tops Ballito Village|Local - Chain Stores|Kelsey KZN|Local - Kwazulu Natal|18|1785|3|Tops Ballito Village
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|MATSU001|Izakaya Matsuri|Local - Restaurants|Sergio King|Local - Western Cape|24|1771|2|Izakaya Matsuri
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|STEYN001|The Steyn City Hotel by Saxon|Local - Hotels & Guest Houses|Sandile Yende|Local - Gauteng|12|1695|1|The Steyn City Hotel by Saxon
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|EASTH001|East Head Cafe|Local - Restaurants|Jane Simon|Local - Garden Route / ECape|18|1670|3|East Head Cafe
CREATE_CANONICAL|PRESTONS|Prestons Liquor chain (Garden Route)|PREST011|Prestons Port Alfred|Local - Liquor Stores|Jane Simon|Local - Garden Route / ECape|6|1643|1|Prestons Port Alfred
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|VELD0001|Veld & Vine Bistro|Local - Restaurants|Sergio King|Local - Western Cape|6|1643|1|Veld & Vine Bistro
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|SURF0001|Surf Riders Cafe - Cabanas|Local - Restaurants|Kelsey KZN|Local - Kwazulu Natal|1|1643|1|Surf Riders Cafe - Cabanas
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|LUNACY01|Nouveau Vino t/a Lunacy|Local - Restaurants|Sergio King|Local - Western Cape|6|1642|1|Nouveau Vino t/a Lunacy
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|AFROB001|Afro-Boer A Bakers Cafe|Local - Restaurants|Moya Fourie|Local - Gauteng|6|1642|1|Afro-Boer A Bakers Cafe
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|GALJOEN1|Galjoen Restaurant|Local - Restaurants|Sergio King|Local - Western Cape|4|1610|2|Galjoen Restaurant
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|BERAR001|Berario Liquors|Local - Liquor Stores|Koliswa Jayiya|Local - Gauteng|6|1590|1|Berario Liquors
CREATE_CANONICAL|TOPS|Tops franchise location|TOPSGL01|t/a Tops Glen Acres|Local - Liquor Stores|Koliswa Jayiya|Local - Gauteng|6|1512|1|t/a Tops Glen Acres
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|9AVEN001|9th Avenue Marina|Local - Restaurants|Kelsey KZN|Local - Kwazulu Natal|6|1512|1|9th Avenue Marina
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|ESIWE001|Esiweni Luxury Safari Lodge|Local - Hotels & Guest Houses|Kelsey KZN|Local - Kwazulu Natal|6|1511|1|Esiweni Luxury Safari Lodge
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|WILDH001|Wild Horses Lodge|Local - Hotels & Guest Houses|Head Office|Local - Kwazulu Natal|12|1407|1|Wild Horses Lodge
CREATE_CANONICAL|TOPS|Tops franchise location|TOPS0050|Tops - Blouberg|Local - Liquor Stores|Sergio King|Local - Western Cape|18|1381|3|Tops - Blouberg
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|LYNEDOCH|National Pride Trading 566|Local - Liquor Stores|Nathalie Watkins|Local - Western Cape|18|1381|3|National Pride Trading 566
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|BLUE0012|Blue Bottle Forest Hill Liquor|Local - Liquor Stores|Jane Simon|Local - Garden Route / ECape|18|1328|2|Blue Bottle Forest Hill Liquor
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|LAIR0001|Lairds Lodge|Local - Hotels & Guest Houses|Jane Simon|Local - Garden Route / ECape|6|1304|1|Lairds Lodge
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|ROOIK001|Rooikat Wholesale LiquorPTYltd|Local - Liquor Stores|Maggie Colman|Local - Mpumalanga|12|1219|2|Rooikat Wholesale LiquorPTYltd
CREATE_CANONICAL|SPAR_GROUP|Spar/Kwikspar/SuperSpar location|PARADYS1|Paradyskloof Kwikspar & Tops|Local - Liquor Stores|Nathalie Watkins|Local - Western Cape|12|1053|2|Paradyskloof Kwikspar & Tops
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|CLARA001|Clara's Barn|Local - Restaurants|Nathalie Watkins|Local - Western Cape|6|978|1|Clara's Barn
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|NEWP0001|T/A Newport Liquors|Local - Liquor Stores|Kelsey KZN|Local - Kwazulu Natal|12|947|2|T/A Newport Liquors
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|SGCON001|SG Convenience Gauteng|Local - Chain Stores|Sandile Yende|Local - Gauteng|12|936|1|SG Convenience Gauteng
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|TREVOY01|Trevoyan Guesthouse cc|Local - Hotels & Guest Houses|Nathalie Watkins|Local - Western Cape|12|886|1|Trevoyan Guesthouse cc
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|KEERM001|Keermont Vineyards (Pty) Ltd|Local - Non-Trade|Head Office|Local - Western Cape|0|803|1|Keermont Vineyards (Pty) Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|STELL004|Helderberg Mountain Vineyards|Local - Non-Trade|Head Office|Local - Western Cape|0|803|1|Helderberg Mountain Vineyards
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|DORNIER1|Wildebosch Wines Pty Ltd|Local - Non-Trade|Head Office|Local - Western Cape|0|803|1|Wildebosch Wines Pty Ltd
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|GEDRO001|Gerdro Management Company (Pty|Local - Non-Trade|Head Office|Private clients - Gauteng|1|782|2|Gerdro Management Company (Pty
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|STUART01|Spencer Stuart South Africa Pt|Local - Non-Trade|Head Office|Private clients - Gauteng|1|782|2|Spencer Stuart South Africa Pt
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|BELLEVUE|Bellevue Cafe|Local - Restaurants|Kelsey KZN|Local - Kwazulu Natal|6|631|1|Bellevue Cafe
CREATE_CANONICAL|WALMART|Walmart location (Massmart group — separate from Makro canonical)|WALM0003|Walmart Boksburg|Local - Distributors|Head Office|Local - Gauteng|6|610|1|Walmart Boksburg
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|GINCO001|Bay Estate (Pty)Ltd t/a Gin Co|Local - Restaurants|Maggie Colman|Local - Mpumalanga|2|547|1|Bay Estate (Pty)Ltd t/a Gin Co
CREATE_CANONICAL|LIQUOR_CITY|Liquor City franchise location|LIQL0001|Liquor City St Lucia|Local - Liquor Stores|Kelsey KZN|Local - Kwazulu Natal|6|453|1|Liquor City St Lucia
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|DIRT0001|Dirt Road Liquor Distributors|Local - Liquor Stores|Maggie Colman|Local - Mpumalanga|6|443|1|Dirt Road Liquor Distributors
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|BYTHEW01|By the Waters African Trade|Local - Non-Trade|Head Office|Local - Gauteng|2|326|1|By the Waters African Trade
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|COLMANWI|Colman Wines|Local - Distributors|Head Office|Local - Mpumalanga|3|-13|3|Colman Wines
CREATE_CANONICAL|INDEPENDENT|Named independent venue or business|CLUBCO01|Club Como Mediterranean Rest|Local - Restaurants|Sandile Yende|Local - Gauteng|102|-463|4|Club Como Mediterranean Rest
